TIME VBM_1 VBM_2 VBM_3 VBM_4 VBM_5 VBM_6 VBM_7 VBM_8 PITCH HEAVE
0.06806074 -29.42193 -47.82757 -83.03891 -144.0146 -108.7 -80.45025 -53.79251 -22.78976 3.2213158031623904e-06 1.560591e-06
0.07220511 -29.49132 -47.82425 -82.07416 -141.3595 -105.1456 -76.88382 -51.08584 -21.40242 -5.084932999881384e-06 -1.320301e-06
0.07605083 -30.42185 -48.68498 -82.05289 -140.0373 -102.7417 -74.2385 -48.93171 -20.21358 -1.6010221133138596e-05 -5.191849e-06
0.08019535 -30.09363 -48.12172 -80.40099 -136.6011 -98.56457 -70.23776 -45.99892 -18.77078 -3.178384194221834e-05 -1.086101e-05
0.08433988 -30.99058 -48.78215 -80.0328 -134.9041 -95.83176 -67.34404 -43.68507 -17.49917 -5.2333715074342494e-05 -1.832414e-05
0.08848441 -30.74777 -48.09656 -78.17039 -131.3793 -91.6246 -63.38743 -40.82541 -16.12222 -7.814603515390987e-05 -2.775462e-05
0.09262893 -31.00192 -47.88499 -76.82348 -128.6149 -88.07096 -59.93413 -38.2436 -14.82364 -0.00010974464530261405 -3.934648e-05
0.09677346 -30.96876 -47.32286 -75.08965 -125.4322 -84.2209 -56.29603 -35.58456 -13.52388 -0.0001476758684829143 -5.32887e-05
0.100918 -30.916 -46.69979 -73.30209 -122.2602 -80.44372 -52.76453 -33.02717 -12.27974 -0.00019240876193128408 -6.972294e-05
0.1050625 -30.85732 -46.02649 -71.47534 -119.1323 -76.72844 -49.28669 -30.49193 -11.02761 -0.0002444502914355502 -8.879821e-05
0.109207 -30.65172 -45.18202 -69.5115 -115.9288 -73.03114 -45.88331 -28.05411 -9.857231 -0.0003042618522367699 -0.0001106256
0.1133516 -30.43823 -44.27667 -67.47734 -112.7079 -69.32843 -42.47007 -25.58548 -8.641066 -0.00037230281499406803 -0.0001353047
0.1174961 -30.13303 -43.27564 -65.40196 -109.5313 -65.74308 -39.21061 -23.27115 -7.537432 -0.0004490138753435732 -0.0001629163
0.1216406 -29.82581 -42.22477 -63.25693 -106.3073 -62.12225 -35.92018 -20.927 -6.414492 -0.0005348170538984177 -0.0001935203
0.1257851 -29.46758 -41.12169 -61.09964 -103.1442 -58.61701 -32.76698 -18.70649 -5.366001 -0.0006301209322364932 -0.0002271613
0.1299297 -29.11289 -39.9996 -58.9194 -99.97305 -55.10388 -29.59738 -16.45703 -4.283728 -0.0007353136715834434 -0.0002638673
0.1340742 -28.7405 -38.8789 -56.79417 -96.93038 -51.7602 -26.60783 -14.36556 -3.307231 -0.0008507659798723918 -0.0003036493
0.1382187 -28.35258 -37.74488 -54.68267 -93.93585 -48.47478 -23.66503 -12.29361 -2.315065 -0.0009768295409476155 -0.0003464998
0.1423632 -27.95703 -36.61744 -52.61435 -91.03051 -45.29465 -20.82302 -10.29872 -1.366905 -0.0011138356183011428 -0.0003923944
0.1465078 -27.55819 -35.49625 -50.57333 -88.18093 -42.17361 -18.03259 -8.341852 -0.4433515 -0.0012620945314739784 -0.0004412919
0.1506523 -27.15207 -34.37512 -48.55315 -85.38062 -39.11192 -15.29335 -6.41416 0.4826962 -0.0014218953069902525 -0.0004931353
0.1547968 -26.74916 -33.26471 -46.56639 -82.65043 -36.13532 -12.64286 -4.5666 1.349387 -0.0015935053292913703 -0.0005478549
0.1589413 -26.34933 -32.16712 -44.61629 -79.97722 -33.20744 -10.01713 -2.710849 2.253841 -0.001777171038867714 -0.0006053659
0.1630859 -25.94376 -31.06896 -42.68643 -77.36788 -30.37345 -7.501435 -0.9644522 3.066943 -0.0019731208993183694 -0.0006655691
0.1672304 -25.54035 -29.96191 -40.74298 -74.73073 -27.47773 -4.892382 0.8938916 3.985854 -0.00218155509990854 -0.0007283544
0.1713749 -25.14204 -28.87939 -38.85403 -72.20017 -24.72234 -2.436582 2.612096 4.806592 -0.002402658645538938 -0.0007936005
0.1755194 -24.74567 -27.77968 -36.93548 -69.62609 -21.89727 0.1055277 4.413979 5.68059 -0.002636588615842242 -0.0008611748
0.179664 -24.35319 -26.69864 -35.06775 -67.14322 -19.18616 2.528756 6.112664 6.490019 -0.002883484637158612 -0.0009309348
0.1838085 -23.96301 -25.61747 -33.19891 -64.64883 -16.4427 5.000777 7.867727 7.350201 -0.0031434653918771833 -0.001002729
0.187953 -23.55794 -24.49768 -31.27981 -62.10053 -13.63981 7.530549 9.668808 8.234128 -0.0034166286184360677 -0.001076401
0.1920975 -23.15351 -23.38623 -29.38745 -59.6061 -10.90164 9.993123 11.40952 9.075763 -0.003703047620663849 -0.001151786
0.1962421 -22.75003 -22.27921 -27.52453 -57.17447 -8.251441 12.35806 13.0616 9.86285 -0.0040027852304136 -0.001228711
0.2003866 -22.32127 -21.1052 -25.54468 -54.57244 -5.389146 14.94137 14.89328 10.73859 -0.004315881590258114 -0.001307
0.2045311 -21.8916 -19.96226 -23.653 -52.12929 -2.732037 17.30756 16.5421 11.52398 -0.0046423576441484175 -0.00138647
0.2086756 -21.46248 -18.79927 -21.72066 -49.62528 0.005255647 19.76183 18.26734 12.34945 -0.004982222118730769 -0.001466933
0.2128202 -21.00318 -17.57333 -19.69786 -46.99864 2.884111 22.34981 20.08972 13.20999 -0.00533545756071265 -0.001548197
0.2169647 -20.55976 -16.39112 -17.75577 -44.50181 5.609806 24.7849 21.79113 14.01988 -0.0057020342994967745 -0.001630069
0.2211092 -20.1068 -15.18067 -15.77539 -41.96204 8.372886 27.24745 23.50117 14.8114 -0.006081903465864088 -0.001712348
0.2252537 -19.6461 -13.94049 -13.74158 -39.34485 11.23607 29.81121 25.29198 15.64436 -0.006475000482632267 -0.001794832
0.2293983 -19.17787 -12.69366 -11.71568 -36.75351 14.05991 32.3308 27.04431 16.4606 -0.006881243319326468 -0.001877319
0.2335428 -18.72184 -11.45878 -9.701944 -34.17952 16.8649 34.82661 28.76609 17.24217 -0.007300534237508577 -0.001959602
0.2376873 -18.25319 -10.20176 -7.661461 -31.57057 19.7099 37.36278 30.52542 18.05858 -0.007732759790777217 -0.002041472
0.2418318 -17.77931 -8.923271 -5.588972 -28.93208 22.57676 39.9054 32.26692 18.83122 -0.008177794315426243 -0.00212272
0.2459764 -17.29952 -7.637566 -3.508936 -26.27769 25.46484 42.469 34.02747 19.62387 -0.00863549294912774 -0.002203137
0.2501209 -16.81408 -6.333295 -1.399684 -23.58809 28.38874 45.05766 35.79181 20.39395 -0.009105696866919777 -0.002282514
0.2542654 -16.31902 -5.008282 0.731539 -20.88075 31.32137 47.64486 37.54539 21.15327 -0.009588236771864907 -0.002360642
0.2584099 -15.82015 -3.669725 2.889623 -18.13258 34.30416 50.27995 39.33497 21.92966 -0.010082922423074668 -0.002437313
0.2625545 -15.31163 -2.317854 5.064347 -15.36705 37.29287 52.90415 41.09525 22.6705 -0.010589558343672834 -0.00251232
0.266699 -14.78959 -0.9272854 7.292027 -12.54377 40.34383 55.58635 42.89936 23.43208 -0.01110792811283216 -0.002585456
0.2708435 -14.2629 0.4568287 9.512396 -9.72242 43.38487 58.24513 44.66807 24.15775 -0.011637804837749881 -0.002656518
0.274988 -13.71967 1.883526 11.79303 -6.836599 46.48926 60.95562 46.467 24.8929 -0.012178954644306236 -0.002725306
0.2791326 -13.17691 3.302887 14.05376 -3.980311 49.55222 63.61583 48.21437 25.58801 -0.012731122714430429 -0.002791617
0.2832771 -12.62015 4.759085 16.38187 -1.02979 52.71673 66.36599 50.02303 26.30429 -0.013294048994063917 -0.002855257
0.2874216 -12.05627 6.236066 18.73148 1.937218 55.89003 69.11074 51.80893 26.99611 -0.013867459466514133 -0.00291603
0.2915661 -11.48809 7.722824 21.09796 4.922309 59.06986 71.85101 53.58535 27.67624 -0.014451069643113006 -0.002973745
0.2957107 -10.91523 9.227418 23.49279 7.942787 62.28036 74.6061 55.3548 28.34019 -0.015044589799204701 -0.003028214
0.2998552 -10.31239 10.80551 25.99323 11.08511 65.60622 77.45121 57.17541 29.01712 -0.01564771275684087 -0.003079258
0.3039997 -9.718974 12.3644 28.46603 14.19164 68.88499 80.2431 58.94981 29.66589 -0.01626013133807316 -0.003126701
0.3081442 -9.10632 13.97714 31.01432 17.38651 72.24279 83.092 60.74566 30.30659 -0.016881526147648457 -0.003170367
0.3122888 -8.491305 15.59625 33.58102 20.60861 75.62453 85.95291 62.54051 30.94258 -0.017511569063667385 -0.003210087
0.3164333 -7.875987 17.21989 36.15415 23.83522 79.00609 88.8056 64.32063 31.5599 -0.01814994069087683 -0.003245696
0.3205778 -7.240389 18.88499 38.78309 27.12685 82.44756 91.70448 66.12424 32.18239 -0.018796271019475373 -0.003277032
0.3247223 -6.605743 20.54046 41.4045 30.41796 85.88605 94.58998 67.90602 32.78719 -0.019450210983612607 -0.003303941
0.3288669 -5.961124 22.21853 44.04756 33.7178 89.32016 97.4624 69.67227 33.38438 -0.02011141151743814 -0.00332627
0.3330114 -5.306488 23.91314 46.72757 37.0794 92.8162 100.3797 71.45333 33.97253 -0.020779488648516527 -0.003343871
0.3371559 -4.640656 25.63358 49.43629 40.46442 96.32971 103.3068 73.24029 34.56834 -0.021454075857704858 -0.003356602
0.3413004 -3.970795 27.35845 52.16139 43.88321 99.8758 106.2555 75.03279 35.15944 -0.022134789172567684 -0.003364326
0.345445 -3.284841 29.11532 54.9269 47.34313 103.4528 109.2189 76.82471 35.7505 -0.022821209714084533 -0.003366914
0.3495895 -2.591744 30.89251 57.7254 50.84304 107.0641 112.2048 78.62604 36.34377 -0.023512970963112487 -0.003364241
0.353734 -1.890708 32.68586 60.55381 54.38407 110.7104 115.2127 80.43535 36.94058 -0.024209654040631065 -0.003356188
0.3578786 -1.175637 34.5143 63.43086 57.98153 114.4107 118.2633 82.2734 37.55632 -0.02491084006761979 -0.003342644
0.3620231 -0.450565 36.36242 66.34784 61.63843 118.167 121.3547 84.13104 38.18203 -0.025616127618350693 -0.003323505
0.3661676 0.288462 38.24187 69.29626 65.31618 121.9312 124.4429 85.98348 38.81349 -0.026325080360510792 -0.003298671
0.3703121 1.034768 40.13654 72.2844 69.05716 125.7571 127.5811 87.87019 39.46953 -0.0270372794150796 -0.003268052
0.3744567 1.799957 42.07702 75.33015 72.85933 129.64 130.7644 89.78816 40.14873 -0.027752288449744117 -0.003231561
0.3786012 2.571335 44.02642 78.40398 76.70912 133.5641 133.9737 91.71544 40.83393 -0.028469671132191343 -0.003189123
0.3827457 3.361871 46.03221 81.55439 80.63232 137.5527 137.2228 93.66097 41.53213 -0.029189008583400806 -0.003140678
0.3868902 4.152822 48.03472 84.71152 84.57533 141.563 140.4906 95.62082 42.24386 -0.029909829564474466 -0.003086181
0.3910348 4.955402 50.04168 87.84605 88.47755 145.4956 143.6766 97.51314 42.91957 -0.030631697743099318 -0.003025563
0.3951793 5.770894 52.08503 91.04986 92.47285 149.5179 146.9323 99.44975 43.62256 -0.031354176786962375 -0.002958757
0.3993238 6.60465 54.18907 94.35082 96.57143 153.6478 150.2647 101.4253 44.34058 -0.03207681291045811 -0.002885733
0.4034683 7.439042 56.27441 97.61906 100.6391 157.7344 153.5561 103.3699 45.04373 -0.032799152327981 -0.002806464
0.4076129 8.302775 58.4079 100.9422 104.7653 161.853 156.8658 105.329 45.7714 -0.033520723800633014 -0.002720907
0.4117574 9.167463 60.56602 104.3179 108.9523 166.0397 160.2232 107.3106 46.50907 -0.034241090996101155 -0.002629044
0.4159019 10.05075 62.75734 107.7393 113.196 170.2738 163.6181 109.3203 47.26873 -0.03495978267548738 -0.002530865
0.4200464 10.95094 64.97845 111.2002 117.4826 174.5399 167.0315 111.3396 48.0411 -0.03567632759989365 -0.002426365
0.424191 11.85703 67.20965 114.6746 121.7792 178.8032 170.4274 113.3352 48.8008 -0.03639027198371445 -0.00231555
0.4283355 12.76946 69.4442 118.1423 126.0583 183.0262 173.7673 115.2729 49.52132 -0.03710116204134426 -0.00219843
0.43248 13.69285 71.7068 121.6577 130.3944 187.3026 177.1509 117.2456 50.27137 -0.037808526533885035 -0.002075022
0.4366245 14.63538 73.99366 125.1944 134.7406 191.5648 180.5023 119.1813 50.99993 -0.03851191167573128 -0.001945351
0.4407691 15.5806 76.29507 128.7572 139.1189 195.8563 183.8748 121.132 51.74375 -0.03921084622798492 -0.001809447
0.4449136 16.54386 78.61147 132.3226 143.4798 200.1006 187.1803 123.0144 52.44732 -0.03990487640504047 -0.001667349
0.4490581 17.50224 80.92203 135.8822 147.8316 204.3248 190.457 124.8687 53.131 -0.0405935484212924 -0.001519099
0.4532026 18.45947 83.2309 139.4442 152.1846 208.5371 193.7107 126.6987 53.80643 -0.041276391037842655 -0.001364746
0.4573472 19.45663 85.59954 143.0737 156.6006 212.7902 196.9836 128.5345 54.48581 -0.04195296792237826 -0.001204348
0.4614917 20.44624 87.95662 146.6866 160.9946 217.0154 200.2269 130.3499 55.16224 -0.04262282528929368 -0.001037969
0.4656362 21.45938 90.34168 150.3224 165.3919 221.2083 203.4117 132.0991 55.78934 -0.04328550935298341 -0.0008656771
0.4697807 22.48267 92.74328 153.9786 169.8084 225.4108 206.5958 133.8435 56.41427 -0.04394060123442696 -0.0006875469
0.4739253 23.53048 95.1735 157.6635 174.2434 229.6047 209.7518 135.5563 57.02596 -0.04458764714801882 -0.0005036612
0.4780698 24.56925 97.59745 161.338 178.66 233.7754 212.8814 137.2459 57.61992 -0.045226193308153466 -0.0003141089
0.4822143 25.63549 100.0513 165.0432 183.1011 237.9452 215.9905 138.9086 58.19638 -0.04585583828910294 -0.0001189838
0.4863588 26.71352 102.5298 168.7809 187.5704 242.1273 219.0963 140.5607 58.76421 -0.046476145758554244 8.161198e-05
0.4905034 27.80363 105.0134 172.5124 192.0153 246.2604 222.1396 142.1548 59.29199 -0.047086679384194384 0.00028757
0.4946479 28.90187 107.5082 176.2523 196.4598 250.3755 225.1511 143.7134 59.79592 -0.04768703774029539 0.0004987764
0.4987924 30.03213 110.0559 180.0638 200.9891 254.574 228.2396 145.3422 60.35487 -0.04827678449454427 0.0007151096
0.5029369 31.15735 112.6001 183.8766 205.5229 258.7709 231.3179 146.9559 60.89928 -0.04885551822121307 0.0009364411
0.5070815 32.30803 115.1728 187.7156 210.0723 262.9617 234.3796 148.5578 61.44266 -0.049422837494573824 0.001162636
0.511226 33.45296 117.7335 191.5322 214.5845 267.0985 237.372 150.0845 61.92335 -0.049978305982313544 0.001393552
0.5153705 34.61476 120.3062 195.3492 219.076 271.1864 240.3027 151.5583 62.37098 -0.050521539711996785 0.001629045
0.519515 35.78161 122.8839 199.1623 223.5435 275.2282 243.1768 152.9839 62.791 -0.05105215471118809 0.001868962
0.5236596 36.93188 125.4197 202.9079 227.9187 279.1584 245.9381 154.3183 63.15562 -0.051569749554159536 0.002113152
0.5278041 38.12905 128.0244 206.7299 232.3628 283.1282 248.7127 155.6497 63.513 -0.05207395772176817 0.002361456
0.5319486 39.3007 130.5828 210.4898 236.7253 287.003 251.3931 156.9094 63.83773 -0.05256439524157858 0.002613711
0.5360931 40.48 133.1341 214.2204 241.0365 290.8153 254.0177 158.1392 64.15435 -0.053040730501032876 0.002869751
0.5402377 41.68015 135.7145 217.9794 245.3637 294.6147 256.6087 159.329 64.44496 -0.05350257952769562 0.003129409
0.5443822 42.8648 138.2549 221.6702 249.5886 298.2918 259.0779 160.4246 64.68391 -0.053949628162301436 0.003392511
0.5485267 44.03869 140.769 225.3185 253.756 301.8978 261.4765 161.4675 64.89792 -0.05438152733899996 0.003658887
0.5526712 45.19628 143.2393 228.896 257.8275 305.3971 263.7832 162.4606 65.11114 -0.05479794544523329 0.003928363
0.5568158 46.35869 145.7082 232.4556 261.8512 308.8156 265.9888 163.353 65.23915 -0.055198585775028584 0.004200765
0.5609603 47.50517 148.1379 235.9517 265.7885 312.1344 268.1033 164.186 65.35415 -0.055583151622413014 0.004475916
0.5651048 48.6665 150.58 239.4494 269.7088 315.4167 270.1757 164.9901 65.461 -0.0559513113748287 0.004753639
0.5692493 49.82039 152.9943 242.8926 273.5411 318.5848 272.1305 165.7023 65.51902 -0.05630283813947288 0.005033756
0.5733939 50.94096 155.3439 246.2426 277.2588 321.6367 273.9888 166.3571 65.55778 -0.056637400303787666 0.005316088
0.5775384 52.0464 157.6591 249.5404 280.9057 324.6041 275.7669 166.9578 65.57577 -0.05695478842826284 0.005600459
0.5816829 53.15878 159.9736 252.8231 284.5209 327.5275 277.5022 167.5306 65.58418 -0.05725472326021807 0.005886689
0.5858274 54.24698 162.2513 256.0514 288.0563 330.3519 279.1409 168.0369 65.56769 -0.057536977906850584 0.006174599
0.589972 55.3179 164.4687 259.185 291.4747 333.0573 280.6771 168.4708 65.50926 -0.05780130802206512 0.00646401
0.5941165 56.39601 166.7032 262.3385 294.9066 335.7621 282.2099 168.9158 65.47995 -0.05804750416635145 0.006754743
0.598261 57.48144 168.9189 265.4377 298.2526 338.3683 283.6507 169.2923 65.4129 -0.05827533944690679 0.007046616
0.6024055 58.55794 171.132 268.5386 301.5906 340.9472 285.0575 169.6479 65.33985 -0.05848460442422091 0.007339448
0.6065501 59.62966 173.326 271.6008 304.8747 343.4662 286.4169 169.9813 65.27154 -0.05867514201866113 0.007633057
0.6106946 60.65115 175.4291 274.5464 308.0263 345.8647 287.6808 170.2594 65.18327 -0.05884674279071721 0.007927259
0.6148391 61.64443 177.4748 277.4169 311.1007 348.1935 288.8989 170.5209 65.09251 -0.058999249660756474 0.008221872
0.6189836 62.65695 179.5381 280.2965 314.1683 350.5012 290.0901 170.763 65.00196 -0.0591324706425612 0.008516716
0.6231282 63.66079 181.6035 283.1802 317.2342 352.7969 291.2717 171.0116 64.91866 -0.05924624865649871 0.008811605
0.6272727 64.67724 183.6787 286.0615 320.2802 355.0587 292.4166 171.2311 64.82595 -0.05934042662293633 0.009106353
0.6314172 65.66881 185.6767 288.831 323.1967 357.2025 293.475 171.4092 64.7222 -0.0594148823688264 0.009400773
0.6355617 66.65144 187.6636 291.5877 326.1016 359.3353 294.5293 171.5926 64.6277 -0.05946945881453627 0.009694681
0.6397063 67.53447 189.5065 294.1804 328.8423 361.3321 295.4885 171.7277 64.52023 -0.059504051240310794 0.009987892
0.6438508 68.47671 191.4372 296.8677 331.6696 363.3899 296.4897 171.8934 64.42665 -0.05951850256651731 0.01028022
0.6479953 69.39808 193.3153 299.4766 334.3997 365.3558 297.4216 172.0254 64.33392 -0.059512708073400686 0.01057148
0.6521398 70.37563 195.2585 302.1471 337.1794 367.3524 298.3754 172.1798 64.25092 -0.059486563041205816 0.01086148
0.6562844 71.25499 197.0816 304.69 339.8361 369.2483 299.2602 172.2998 64.15909 -0.059439962750177565 0.01115003
0.6604289 72.13192 198.8829 307.1944 342.4441 371.098 300.1128 172.4078 64.06844 -0.05937281993385334 0.01143695
0.6645734 72.8291 200.4069 309.3775 344.7392 372.7048 300.81 172.4466 63.96076 -0.05928506477906306 0.01172206
0.6687179 73.73662 202.2035 311.8525 347.3103 374.5223 301.6504 172.5638 63.88544 -0.0591765751127591 0.01200517
0.6728625 74.61856 204.0104 314.3505 349.8942 376.338 302.4837 172.6825 63.8174 -0.059047281121771364 0.0122861
0.677007 75.37933 205.6024 316.5819 352.2024 377.93 303.1683 172.7322 63.72996 -0.05889714789951481 0.01256465
0.6811515 76.00736 206.9946 318.5892 354.3058 379.369 303.7596 172.7415 63.63378 -0.05872607072623432 0.01284065
0.6852961 76.67402 208.4527 320.6739 356.4867 380.8733 304.4056 172.793 63.55738 -0.05853401469534487 0.01311392
0.6894406 77.39303 209.9798 322.8241 358.712 382.3974 305.0594 172.8546 63.49656 -0.05832090999367636 0.01338429
0.6935851 78.01424 211.3349 324.7595 360.7138 383.7398 305.5933 172.8624 63.42146 -0.05808670426135124 0.01365157
0.6977296 78.51512 212.551 326.5601 362.6064 385.0074 306.0878 172.8575 63.342 -0.05783134513849195 0.01391558
0.7018742 79.0022 213.7254 328.2982 364.425 386.2124 306.5402 172.8322 63.25785 -0.05755481517180597 0.01417617
0.7060187 79.33574 214.6667 329.7686 365.989 387.225 306.882 172.7753 63.18958 -0.05725704454812322 0.01443315
0.7101632 79.59657 215.5192 331.1447 367.4689 388.1795 307.1899 172.7024 63.10378 -0.05693799836085865 0.01468637
0.7143077 79.91512 216.4535 332.6108 369.0319 389.1934 307.5418 172.6633 63.04338 -0.05659762425013472 0.01493567
0.7184523 80.26007 217.3881 334.0496 370.5456 390.1625 307.8662 172.6186 62.98171 -0.0562359047626589 0.01518088
0.7225968 80.48085 218.1431 335.2874 371.8693 390.9865 308.1028 172.5396 62.9176 -0.05585280499184614 0.01542184
0.7267413 80.72784 218.9396 336.5711 373.2385 391.8486 308.3724 172.4882 62.86706 -0.05544830748440393 0.0156584
0.7308858 81.24837 220.0998 338.2387 374.9506 392.9626 308.8086 172.5312 62.85811 -0.055022412240332275 0.01589039
0.7350304 81.68396 221.1222 339.7374 376.4833 393.9295 309.1461 172.5263 62.83534 -0.05457513671292369 0.01611765
0.7391749 81.96341 221.9509 341.0322 377.8366 394.769 309.4138 172.4994 62.8118 -0.05410651580876321 0.01634003
0.7433194 82.1622 222.6007 342.0972 378.9552 395.4271 309.5685 172.4226 62.77556 -0.05361654952785084 0.01655736
0.7474639 82.74639 223.7893 343.7543 380.6354 396.5189 310.0223 172.5171 62.80981 -0.05310525532347911 0.01676951
0.7516085 83.00121 224.5581 344.9561 381.8697 397.2582 310.2356 172.4857 62.79948 -0.052572720462110596 0.01697631
0.755753 83.20269 225.1757 345.9566 382.9084 397.8541 310.3721 172.4326 62.7895 -0.05201894494374531 0.01717762
0.7598975 83.26638 225.6029 346.7461 383.7527 398.3099 310.4287 172.3488 62.77472 -0.051443998581553345 0.0173733
0.764042 83.74127 226.6277 348.2043 385.2306 399.2509 310.8122 172.4465 62.8302 -0.0508478988288272 0.01756322
0.7681866 83.75726 227.0062 348.931 385.985 399.6213 310.8098 172.3401 62.81218 -0.05023073295202948 0.01774722
0.7723311 83.84942 227.4407 349.704 386.8 400.056 310.8758 172.2926 62.82589 -0.04959257076433028 0.01792517
0.7764756 83.88439 227.8098 350.405 387.5416 400.4381 310.9151 172.2395 62.84141 -0.04893344717231462 0.01809697
0.7806201 84.12264 228.4588 351.4043 388.5515 401.0166 311.0846 172.262 62.88928 -0.048253449442445105 0.01826246
0.7847647 84.12226 228.7305 351.9611 389.1221 401.2521 311.0282 172.1698 62.89804 -0.047552682294476865 0.01842154
0.7889092 84.16861 229.0653 352.5824 389.7633 401.5546 311.0384 172.1364 62.94527 -0.04683119808828745 0.01857408
0.7930537 84.13775 229.2607 353.0323 390.2222 401.7079 310.9395 172.0311 62.94432 -0.0460891189969245 0.01871998
0.7971982 84.28104 229.7247 353.7815 390.9691 402.0852 311.007 172.0409 63.01434 -0.045326532286850615 0.01885912
0.8013428 84.1962 229.8546 354.1477 391.3322 402.1602 310.868 171.9349 63.03149 -0.044543542677820916 0.0189914
0.8054873 84.23939 230.1351 354.6643 391.838 402.3481 310.8177 171.8923 63.08348 -0.04374028979617557 0.01911671
0.8096318 84.22629 230.3554 355.1146 392.272 402.4784 310.7301 171.8325 63.12854 -0.042916878361669686 0.01923496
0.8137763 84.12573 230.3973 355.3334 392.4635 402.4145 310.5162 171.7116 63.15542 -0.04207348290722846 0.01934605
0.8179209 84.15014 230.6201 355.7521 392.85 402.5038 310.4124 171.6572 63.20942 -0.041210208152607036 0.01944989
0.8220654 84.11095 230.7447 356.0436 393.0881 402.4656 310.2187 171.5548 63.24543 -0.04032722863073058 0.01954639
0.8262099 84.04223 230.7985 356.2405 393.2292 402.3489 309.9767 171.4332 63.27851 -0.039424701421231785 0.01963548
0.8303544 84.02388 230.9246 356.5084 393.4293 402.2758 309.7679 171.3336 63.3199 -0.03850281851032839 0.01971707
0.834499 83.93211 230.9341 356.6302 393.4696 402.0656 309.4608 171.179 63.34009 -0.03756173697765305 0.0197911
0.8386435 83.82544 230.8915 356.6693 393.4146 401.7724 309.0968 170.9949 63.34819 -0.036601683716008526 0.01985751
0.842788 83.74338 230.8766 356.7261 393.3592 401.4655 308.7165 170.7968 63.3455 -0.035622833258320025 0.01991622
0.8469325 83.62795 230.8068 356.7032 393.203 401.0587 308.2544 170.5446 63.31519 -0.034625412497390304 0.01996719
0.8510771 83.57679 230.8146 356.7508 393.0987 400.6806 307.8065 170.2969 63.28315 -0.033609665779314644 0.02001037
0.8552216 83.4274 230.6434 356.5649 392.7366 400.0797 307.1944 169.9505 63.20478 -0.0325758199968958 0.0200457
0.8593661 83.27143 230.4772 356.3809 392.3705 399.4632 306.563 169.585 63.10979 -0.0315241544028141 0.02007317
0.8635106 83.16779 230.3238 356.1618 391.9196 398.7428 305.8337 169.143 62.96861 -0.030454913343164816 0.02009273
0.8676552 82.96492 230.062 355.8197 391.3326 397.8862 304.9842 168.6106 62.77189 -0.029368393523920785 0.02010437
